ID,Company Name,City,ZIP,County,Est. Impact,LWDA,Separation Date
GA202000182,Simply Southern Cleaning Service,MACON,31211,Bibb,6,10,02/28/2020
GA202000185,COLOR IMAGING INC,PEACHTREE CORNERS,30071,Gwinnett,20,7,10/01/2019
GA202000186,HPT TRS IHG-2 (Crown Plaza Atlanta Airport),Atlanta,30344,Fulton,56,3,11/30/2020
GA202000187,Brewers Hauling LLC,Douglasville,30134,Paulding,1,1,01/31/2020
FL202000001,Viventa LLC,Coral Gables,33134,Miami-Dade,1,0,12/15/2020
GA202000189,Chastain's Lawn and Haul,Franklin,30217,Heard,1,8,03/03/2020
GA202000192,Blake's Reasonable Repair,Albany,31701,Dougherty,2,17,05/29/2020
GA202000193,Southern Fields Catering LLC,AILEY,30410,Toombs,1,16,09/30/2020
GA202000194,Sunshine Restaurant Inc,Richmond Hill,31324,Bryan,1,19,03/31/2020
GA202000195,Coastal Center for Developmental Services,Savannah,31416,Chatham,7,19,10/16/2020
GA202000197,"A.S.O,LLC",lawrenceville,30044,Gwinnett,12,7,07/11/2020
GA202000199,Yogi & Jogi Inc,JONESBORO,30236,Clayton,2,7,07/27/2020
GA202000204,AJAB Corporation,STOCKBRIDGE,30281,Henry,3,7,01/31/2020
GA202000205,BAJRANGI INC,JONESBORO,30236,Clayton,3,7,06/30/2020
GA202000206,Express Way Jonesboro LLC,STOCKBRIDG,30281,Henry,7,7,03/31/2020
GA202000207,Holiday Retail Inc.,JONESBORO,30236,Clayton,8,7,04/30/2020
GA202000208,"Khikhi Retail, Inc.",HAMPTON,30228,Henry,4,7,04/30/2020
GA202000209,Meena Corporation,JACKSON,30233,Butts,5,8,08/31/2020
GA202000210,"Nilkanth USA, Inc",MIRRAYVILLE,30564,Hall,1,2,01/31/2020
GA202000211,OM SAI RAM INC,DECATUR,30030,Dekalb,1,5,03/31/2020
GA202000212,PE Bethany Village LLC,ALPHARETTA,30004,Fulton,8,3,03/31/2020
GA202000213,Pramukh Inc,LILBURN,30047,Gwinnett,10,7,03/11/2020
GA202000214,From the Crown Down,snellville,30039,Gwinnett,4,7,04/02/2020
GA202000215,Shree Aksharnath Corporation,LILBURN,30047,Gwinnett,9,7,03/31/2020
GA202000216,Jacobson Warehouse Company,Atlanta,30336,Fulton,100,3,12/31/2020
GA202000217,Golden Corral,Cordele,31015,Crisp,60,15,03/20/2020
GA202000218,Eaton Corporation,Eastanollee,30538,Stephens,128,2,01/05/2021
GA202000220,"XLC Services, LLC",LAGRANGE,30241,Troup,66,8,12/31/2020
GA202000221,Riteway Graphics,Baxley,31513,Appling,8,16,03/13/2020
GA202000224,Connor ministry LLC,Conley,30288,Clayton,2,7,08/04/2020
GA202000225,King Green,Norcross,30071,Gwinnett,1,7,11/09/2020
GA202000226,Light of Hope and Love Ministry,Powder Springs,30127,Cobb,7,4,03/20/2020
GA202000227,Ton's automotive llc,Wrightsville,31096,Johnson,3,16,04/17/2020
GA202000229,Southwest Airlines,Atlanta,30337,Clayton,4,7,01/11/2021
GA202000230,Southwest Airlines,Atlanta,30320,Clayton,77,7,01/21/2021
GA202000231,David Construction,Carnesville,30521,Franklin,7,3,05/12/2020
GA202000234,"LAZ Parking Georgia, LLC",Atlanta,30305,Fulton,99,3,11/23/2020
GA202000238,Gate Gourmet,Atlanta,30354,Fulton,351,3,02/08/2021
GA202000244,Southwest Airlines,Atlanta,30320,Clayton,116,7,03/15/2021
GA202000251,"XPO Logistics Supply Chain, Inc",Kennesaw,30152,Cobb,194,4,02/15/2021
GA202000252,The Coca-Cola Company,Atlanta,30313,Fulton,22,3,02/28/2021
GA201800068,PBR VENTURES INC,ATLANTA,30324,Dekalb,1,5,10/31/2018
GA201800069,"Engineered Floors, LLC",Gainesville,30504,Hall,103,2,03/18/2019
GA201800070,Beasley Forest Products,Sandersville,31082,Washington,21,13,01/18/2019
GA201800073,Husqvarna,McRae,31055,Telfair,1093,16,03/15/2019
GA201800074,Eclipse Advantage LLC,Forest Park,30297,Clayton,97,7,03/29/2019
GA201800076,Cerner Corporation,Augusta,30912,Richmond,129,12,03/31/2019
GA201800077,"Worldpay, LLC",Atlanta,30363,Fulton,234,3,03/31/2019
GA201800078,Georgia Pacific LLC,Brunswick,31525,Glynn,120,19,04/02/2019
GA201800081,Kellogg Company,Atlanta,30336,Fulton,20,3,04/26/2019
GA201800082,"Animatics & Storyboards, Inc.",Fayetteville,30215,Fayette,2,7,02/01/2019
GA201800084,SERENITY DOMINICAN HAIR STUDIO LLC,SNELLVILLE,30039,Gwinnett,1,7,12/31/2018
GA201800085,ABM Aviation,Atlanta,30320,Clayton,1121,7,04/12/2019
GA201800086,"Jacobson Warehouse Company, Inc.",Fairburn,30213,Fulton,48,3,03/31/2019
GA201800087,Richmond Baking,Alma,31510,Bacon,150,18,03/22/2019
GA201800088,The RAD Group,Atlanta,30305,Fulton,10,3,04/22/2019
GA201800089,"Vanquish Worldwide, LLC",Fort Stewart,31314,Liberty,199,19,04/30/2019
GA201800091,Concentrix CVG Corporation,Columbus,31901,Muscogee,106,14,04/30/2019
GA201800092,Facet Technologies,Atlanta,30344,Fulton,119,3,03/01/2019
GA201800093,General Motors LLC,Roswell,30076,Hart,231,2,02/28/2019
GA201800095,Exide Technologies,Columbus,31906,Muscogee,251,14,03/01/2019
GA201800097,"Shaw Industries Group,Inc. Plant 84",Chatsworth,30705,Murray,260,1,05/12/2019
GA201800098,OMNIPLEX World Services,Fort Gordon,30905,Richmond,151,12,04/30/2019
GA201800105,That's Tasty,Morrow,30260,Clayton,87,7,05/26/2019
GA201800108,"Faltec America, Inc.",Adairsville,30103,Bartow,46,1,06/03/2019
GA201800112,Yanfeng Global Automotive Interiors,West Point,31833,Harris,71,14,06/24/2019
GA201800113,BIG ATLANTA TRADING INC,DORA,30340,Dekalb,2,5,02/28/2019
GA201800116,Mohawk,Lyerly,30730,Chattooga,249,1,06/30/2019
GA201800117,LLOVERA SERVICE INC,SILVER CREEK,30173,Floyd,1,1,04/30/2019
GA201800118,"Sodexo, Inc.",Atlanta,30332,Fulton,278,3,06/30/2019
GA201800119,"Aramark Educational Services, LLC",Atlanta,30317,Fulton,416,3,06/30/2019
GA201800120,DHL Supply Chain,Union City,30349,Fulton,85,3,07/15/2019
GA201800121,PLZ Aeroscience Corporation,Dalton,36072,Whitfield,83,1,07/15/2019
GA201800122,The SYGMA Network,Newnan,30265,Coweta,129,8,07/22/2019
GA201800125,"Gildan Yarns, LLC",Columbus,31904,Muscogee,97,14,07/28/2019
GA201800126,"BGA Enterprises, LLC",Jeffersonville,31044,Bibb,3,10,06/01/2019
GA201800127,"Z Gallerie, LLC",Lithia Springs,30122,Douglas,52,7,06/30/2019
GA201800128,Arcadia Group (USA) Limited,Atlanta,30326,Fulton,39,3,06/19/2019
GA201800129,Georgia-Pacific Panel Products LLC,Thomson,30824,McDuffie,95,13,08/04/2019
GA201800130,Nathan Howard,Savannah,31419,Chatham,1,19,06/07/2019
GA201800131,"Overgaard, Inc.",Martinez,30907,Columbia,2,13,06/01/2019
GA201800133,Hollander Sleep Products,Thomson,30824,McDuffie,175,13,08/16/2019
GA201800134,Valmiera Glass USA Corp.,Dublin,31021,Laurens,350,16,06/17/2019
GA201800139,"TIYA Support Services, LLC",Fort Benning,31905,Muscogee,168,14,08/31/2019
GA201900005,Philips Respironics Inc,Kennesaw,30144,Cobb,71,4,07/31/2019
GA201900006,CoStar Group,Atlanta,30305,Fulton,119,3,09/09/2019
GA201900007,CoStar Group,Atlanta,30326,Fulton,54,3,09/27/2019
GA201900009,ABM Aviation,Atlanta,30337,Fulton,202,3,09/15/2019
GA201900011,Kellogg Company,Atlanta,30336,Fulton,108,3,10/10/2019
GA201900012,"Fred's, Inc.",Dublin,31021,Laurens,83,16,09/28/2019
GA201900014,General Produce LLC,Conley,30288,Clayton,93,7,08/12/2019
GA201900015,WestRock-Atanta East,Lithonia,30058,Dekalb,34,5,10/01/2019
GA201900016,Nestle U.S.A.,Lawrenceville,30043,Gwinnett,111,7,10/18/2019
GA201900017,"Mohawk Industries, Inc.",Milledgeville,31061,Baldwin,198,11,10/26/2019
GA201900019,ITW Automotive Body & Fuel NA,LaGrange,30241,Troup,87,8,10/01/2019
GA201900020,Cox Media Group,Atlanta,30328,Fulton,87,3,10/29/2019
GA201900022,"TIYA Support Services, LLC.",Fort Benning,31905,Chattahoochee,160,14,10/31/2019
GA201900023,"Fred's, Inc.",Dublin,31021,Laurens,101,16,11/09/2019
GA201900024,255 peter;s street lounge,atlanta,30313,Fulton,50,3,09/08/2019
GA201900025,Golden & Golden,Waynesboro,30830,Burke,1,12,08/25/2019
GA201900029,Inpax Final Mile Delivery,Smyrna,30082,Cobb,100,4,12/01/2019
GA201900030,Inpax,Atlanta,30316,Fulton,62,3,12/01/2019
GA201900031,"Brill, Inc.",Tucker,30084,Dekalb,240,5,12/09/2019
GA201900034,Gulfstream,Savannah,31402,Chatham,362,19,10/15/2019
GA201900035,Waste Management National Transportation Services,Carnesville,30521,Franklin,69,3,12/20/2019
GA201900037,YING AND TONG INC,ROME,30165,Floyd,2,1,10/31/2019
GA201900040,kellett and sons roofing llc,Barnesville,30204,Lamar,1,8,10/28/2019
GA201900042,Club Chef Southeast LLC,Conley,30288,Clayton,112,7,10/23/2019
GA201900043,Philips Respironics Inc,Kennesaw,30144,Cobb,80,4,12/31/2019
GA201900045,ICOT Holdings LLC,Savannah,31401,Chatham,74,19,01/07/2020
GA201900047,Cabot Corporation,Alpharetta,30022,Fulton,67,3,01/17/2019
GA201900048,Ryder System,Augusta,30906,Richmond,50,12,01/13/2020
GA201900049,Colorado Premium,Carrollton,30117,Carroll,206,8,01/15/2020
GA201900050,Resolute Forest Products,Augusta,30906,Richmond,150,12,01/13/2020
GA201900051,Concentrix Corporation,Valdosta,31605,Lowndes,85,18,01/17/2020
GA201900052,Challenger Turf Inc,Dalton,30721,Whitfield,58,1,11/25/2019
GA201900054,Southern Crescent Behavioral Health System,Stockbridge,30281,Henry,167,7,01/25/2020
GA201900057,Steel Services Co,Macon,31206,Bibb,15,10,12/20/2019
,Walmart,Marietta,30090,Cobb,69,4,01/05/2018
,Zenith,Atlanta,30331,Fulton,46,3,01/08/2018
,Popeyes,Atlanta,30346,Dekalb,30,5,01/12/2018
,Greenway Health,Atlanta,30339,Cobb,24,4,01/12/2018
,Greenway Health,Carrollton,30117,Carroll,96,8,01/12/2018
,Textron,Augusta,30906,Richmond,60,12,01/23/2018
,Cahaba,Douglasville,30135,Douglas,27,7,01/28/2018
,"Denim North America, LLC",Columbus,31907,Muscogee,125,14,01/28/2018
,MWI Animal Health,Atlanta,30336,Fulton,47,3,01/30/2018
,Amports,Brunswick,31525,Glynn,24,19,01/31/2018
,Penny's Pampered Petsitting,Marietta,30062,Cobb,1,4,01/31/2018
,Conifer Health Solutions,Savannah,31404,Chatham,158,19,02/03/2018
,Comcast,Alpharetta,30022,Fulton,405,3,02/26/2018
,Coca-Cola,Alpharetta,30022,Fulton,1,3,02/28/2018
,Coca-Cola,Atlanta,30313,Fulton,47,3,02/28/2018
,Coca-Cola,Atlanta,30313,Fulton,5,3,02/28/2018
,Walmart,Lithonia,30058,Dekalb,83,5,03/16/2018
,Sam's Club,Lithonia,30058,Dekalb,196,5,03/16/2018
,ASM Research,Dublin,31021,Laurens,28,16,03/27/2018
,Gap Partners,Rabun Gap,30568,Rabun,64,2,03/29/2018
,Mitsui O.S.K.Lines,Atlanta,30339,Cobb,112,4,03/30/2018
,First Data Remitco,Columbus,31907,Muscogee,83,14,03/31/2018
,Bank of America,Kennesaw,30144,Cobb,103,4,04/03/2018
,Darwood Manufacturing Co.,Pelhan,31779,Mitchell,144,17,04/16/2018
,"Arrow Electronics, Inc.",Smyrna,30082,Cobb,38,4,04/27/2018
,Convergys,Valdosta,31605,Lowndes,211,18,04/30/2018
,Coca-Cola,Atlanta,30313,Fulton,231,3,04/30/2018
,Georgia Pacific,Augusta,30906,Richmond,55,12,04/30/2018
,Transdev On Demand,Rome,30165,Floyd,98,1,05/01/2018
,DHL,Union City,30291,Fulton,498,3,05/03/2018
,IFCO,McDonough,30253,Henry,130,7,05/04/2018
,Sodexo,Savannah,31419,Chatham,89,19,05/11/2018
,Toys R Us,McDonough,30252,Henry,244,7,05/14/2018
,Toyota of Union City,Union City,30291,Fulton,100,3,05/15/2018
,US HealthWorks,Alpharetta,30005,Fulton,70,3,05/30/2018
,Merchants Foodservice,Tifton,31793,Tift,72,18,05/31/2018
,Distribution South,Alma,31510,Bacon,66,18,06/01/2018
,"Tyson Foods, Inc.",Dawson,39842,Terrell,300,17,06/02/2018
,XPO Logistics,Fayetteville,30215,Fayette,53,7,06/10/2018
,Maurice Sporting Goods,McDonough,30253,Henry,105,7,06/22/2018
,NCR,Columbus,31907,Muscogee,255,14,12/31/2018
,Anthem,Savannah,31405,Chatham,78,19,06/30/2018
,Conifer Health Solutions,LaGrange,30240,Troup,55,8,06/30/2018
,Aramark,Canton,30114,Cherokee,180,7,06/30/2018
,Sodexo,Tifton,31793,Tift,71,18,06/30/2018
,Whole Foods Market,Braselton,30517,Jackson,53,9,07/02/2018
,Parsec,Atlanta,30318,Fulton,206,3,07/02/2018
GA2017000001C,State Farm Insurance Companies,Dunwoody,30346,Dekalb,95,5,08/31/2018
,EG Industries,Austell,30168,Cobb,125,4,07/09/2018
,"Rivulis Irrigation, Inc.",Valdosta,31601,Lowndes,70,18,07/15/2018
GA2017000002C,Mayfield Dairy (Dean Foods),Braselton,30517,Gwinnett,108,7,09/16/2018
GA2017000004L,"Voith Paper Fabrics Waycross, LLC",Waycross,31503,Ware,53,18,09/17/2018
,"Owens-Brockway Glass Container, Inc.",Atlanta,30354,Fulton,256,3,07/18/2018
GA2017000006L,Siffron,Centerville,31028,Houston,53,11,09/30/2018
GA2017000007L,Morrison Healthcare (Food Service Div),Atlanta,30303,Fulton,162,3,07/31/2018
GA201800001,Georgia Pacific,Monticello,31064,Jasper,100,9,10/01/2018
,Chestatee Regional Hospital,Dahlonega,30533,Lumpkin,141,2,07/26/2018
GA201800002,"Alorica, Inc.",Kennesaw,30144,Cherokee,635,7,08/31/2018
GA201800005,Belks,Atlanta,30326,Fulton,99,3,07/31/2018
,NCR,Columbus,31907,Muscogee,94,14,10/31/2018
GA201800006,Anchor Glass,Warner Robins,31088,Houston,145,11,10/01/2018
,Sykes,Rome,30165,Floyd,181,1,07/31/2018
GA201800007,ActionMed Personnel,Thomasville,31792,Thomas,265,17,09/01/2018
GA201800008,Clean Break Cleaning Co.,DOUGLASVILLE,30135,Douglas,4,7,08/03/2018
,Crowne Plaza Atlanta Perimeter at Ravinia,Atlanta,30346,Dekalb,61,5,08/06/2018
GA201800009,James Michael Burns OD,Marietta,30066,Cobb,2,4,06/30/2018
,"Hollander Sleep Products, LLC",Thompson,30824,McDuffie,225,13,08/17/2018
GA201800016,"Bob McCormick and Associates, Inc",ATLANTA,30342,Fulton,1,3,08/02/2018
GA201800019,Bank of America,Atlanta,30337,Fulton,100,3,11/24/2018
GA201800022,"Trane U.S., Inc.",Macon,31216,Bibb,132,10,12/31/2018
GA201800024,Spillers Inc,Covington,30014,Newton,1,9,06/05/2018
CA201800001,"GIGYA, INC",MOUNTAIN VIEW,94043,Santa Clara,1,0,09/30/2018
GA201800026,"Freeland Harris Consulting Engineers of Georgia, Inc.",Tucker,30084,Dekalb,3,5,07/31/2018
GA201800027,"Legal Sea Foods, LLC",Atlanta,30313,Fulton,78,3,12/18/2018
GA201800029,IG Design Group - Americas,Midway,31320,Liberty,70,19,12/18/2018
GA201800030,"Respironics, Inc.",Kennesaw,30144,Cobb,350,4,04/30/2019
GA201800031,Tenneco,Hartwell,30643,Hart,564,2,05/01/2019
GA201800033,Childcare Network of GA LLC,Columbus,31909,Muscogee,146,14,01/01/2019
GA201800034,"HomeBridge Financial Services, Inc.",Kennesaw,30144,Cobb,125,4,12/31/2018
GA201800035,Solo Cup Operating Corporation,Augusta,30904,Richmond,139,12,12/31/2018
GA201800037,"Conifer Revenue Cycle Solutions, LLC",Atlanta,30312,Fulton,83,3,12/31/2018
GA201800038,"Conifer Revenue Solutions, LLC",Roswell,30076,Fulton,54,3,12/31/2018
GA201800039,"Conifer Revenue Cycle Solutions, LLC",Marietta,30066,Cobb,176,4,12/31/2018
GA201800040,"Conifer Revenue Cycle Solutions, LLC",Marietta,30060,Cobb,123,4,12/31/2018
GA201800041,"Conifer Revenue Cycle Solutions, LLC",Griffin,30224,Spalding,60,8,12/31/2018
GA201800042,"Conifer Revenue Cycle Solutions, LLC",Austell,30106,Cobb,88,4,12/31/2018
GA201800043,"XPO Logistics Worldwide, Inc.",Midland,31820,Muscogee,75,14,02/28/2018
GA201800044,"Aptim Federal Several Services, LLC",Fort Benning,30190,Chattahoochee,152,14,01/01/2019
GA201800045,Super Service,Ellenwood,30049,Dekalb,158,5,01/01/2019
GA201800046,"Wall Timber Products, Inc.",Sylvania,30467,Screven,275,19,11/05/2018
GA201800051,Georgia-Pacific Wood Products LLC,Warm Springs,31830,Meriwether,321,8,12/17/2018
GA201800052,Mattex USA Manufacturing LLC,CHATSWORTH,30705,Murray,140,1,01/19/2019
GA201800054,Sodexo-Atlanta Medical Center,Atlanta,30312,Fulton,81,3,11/18/2018
GA201800056,Polycycle Solutions LLC,Newnan,30265,Coweta,17,8,12/28/2018
GA201800059,ABM,30313,30313,Fulton,144,3,01/01/2019
GA201800060,ABM,Atlanta,30313,Fulton,32,3,01/01/2019
,Trinity Rail,Cartersville,30121,Bartow,298,1,01/08/2017
,Sears Holding Corporation,Stone Mountain,30083,Dekalb,48,5,01/12/2017
,Americold Logistics LLC,Forest Park,30297,Clayton,31,7,01/23/2017
,DAL Global Services,Atlanta,30354,Fulton,52,3,02/01/2017
,Remington Outdoor Company,Kennesaw,30144,Cobb,23,4,02/10/2017
,Whole Food Market,Roswell,30076,Fulton,149,3,02/12/2017
,"CAN Capital, Inc.",Kennesaw,30144,Cobb,136,4,02/13/2017
,Bin Tech,Duluth,30098,Gwinnett,108,7,02/17/2017
,Whole Food Market,Augusta,30909,Richmond,70,12,02/22/2017
,Kenco,Fairburn,30213,Fulton,71,3,02/27/2017
,Windstream Communications,Atlanta,30309,Fulton,55,3,03/01/2017
,Macy's,Athens,30606,Clarke,81,9,03/06/2017
,Walmart,Marietta,30064,Cobb,68,4,03/17/2017
,Burris Logistics,Atlanta,30349,Fulton,167,3,03/20/2017
,Boeing,Macon,31216,Bibb,18,10,03/24/2017
,Suniva,Norcross,30092,Gwinnett,131,7,03/29/2017
,Swift Spinning,Columbus,31907,Muscogee,20,14,03/29/2017
,Siemens Healthineers,Duluth,30097,Gwinnett,70,7,03/31/2017
,Newell Brands,Atlanta,30349,Fulton,258,3,03/31/2017
,bebe,Atlanta,30339,Fulton,13,3,03/31/2017
,bebe,Atlanta,30346,Dekalb,12,5,03/31/2017
,Exel,Social Cirlce,30025,Walton,280,9,04/08/2017
,Macy's,Stone Mountain,30083,Dekalb,133,5,04/16/2017
,Standard Textile,Augusta,30904,Richmond,30,12,05/01/2017
,Perdue Foods,Gainesville,30507,Hall,60,2,05/01/2017
,Monroe County Hospital,Forsyth,31029,Monroe,120,11,05/08/2017
,Walmart,Roswell,30075,Fulton,68,3,05/12/2017
,Sheraton Atlanta Airport Hotel,Atlanta,30337,Fulton,145,3,05/12/2017
,International Fragrance & Tech bda Agilex Frangrances,Canton,30115,Cherokee,32,7,05/19/2017
,NexLinx,Duluth,30096,Gwinnett,236,7,05/21/2017
,bebe,Buford,30519,Gwinnett,8,7,05/27/2017
,bebe,Kennesaw,30144,Cobb,11,4,05/27/2017
,bebe,Atlanta,30326,Fulton,19,3,05/27/2017
,hhgregg,Ellenwood,30294,Dekalb,58,5,05/31/2017
,Zep Inc,Atlanta,30318,Fulton,88,3,06/01/2017
,Zep Inc,Atlanta,30336,Fulton,70,3,06/01/2017
,"Pro Source, Inc.",Atlanta,30341,Dekalb,85,5,06/04/2017
,PFG Customized Distribution,Austell,30168,Cobb,170,4,06/06/2017
,Bechtel Infrastructure and Power Corporation,Smyrna,30080,Cobb,73,4,06/09/2017
,Popeyes,Atlanta,30346,Dekalb,81,5,06/19/2017
,Walmart,Alpharetta,30009,Fulton,73,3,06/23/2017
,Dollar Express,Lake City,30260,Clayton,8,7,06/30/2017
,Dollar Express,Columbus,31907,Muscogee,5,14,06/30/2017
,Dollar Express,Stone Mountain,30083,Dekalb,7,5,06/30/2017
,Dollar Express,Decatur,30032,Dekalb,8,5,06/30/2017
,Dollar Express,Decatur,30034,Dekalb,11,5,06/30/2017
,Dollar Express,Decatur,30034,Dekalb,11,5,06/30/2017
,Dollar Express,Norcross,30071,Gwinnett,8,7,06/30/2017
,Dollar Express,Atlanta,30315,Fulton,9,3,06/30/2017
,Dollar Express,Atlanta,30310,Fulton,7,3,06/30/2017
,Dollar Express,Atlanta,30350,Fulton,5,3,06/30/2017
,Dollar Express,Atlanta,30310,Fulton,12,3,06/30/2017
,Dollar Express,Atlanta,30311,Fulton,11,3,06/30/2017
,Dollar Express,Atlanta,30329,Fulton,9,3,06/30/2017
,Dollar Express,Atlanta,30315,Fulton,12,3,06/30/2017
,Millwood,Atlanta,30336,Fulton,97,3,06/30/2017
,Aramark (Albany State University),Albany,31705,Dougherty,97,17,06/30/2017
,Sodexo,Atlanta,30317,Fulton,372,3,06/30/2017
,General Dynamics Mission Systems,Fort Gordon,30905,Richmond,122,12,07/11/2017
,Source Medical,Rome,30161,Floyd,18,1,07/12/2017
,YP LLC,Tucker,30084,Dekalb,50,5,07/14/2017
,Coca-Cola,Atlanta,30308,Fulton,59,3,07/15/2017
,Coca-Cola,Atlanta,30313,Fulton,28,3,07/15/2017
,Coca-Cola,Atlanta,30313,Fulton,334,3,07/15/2017
,Boeing,Macon,31216,Bibb,5,10,07/21/2017
,Kellogg's,Union City,30349,Fulton,181,3,07/29/2017
,AngioDynamics,Manchester,31816,Meriwether,79,8,07/31/2017
,JC Penney,Macon,31206,Bibb,75,10,07/31/2017
,"CAN Capital, Inc.",Kennesaw,30144,Cobb,55,4,07/31/2017
,B & B Bacrach,Buford,30519,Gwinnett,7,7,08/06/2017
,B & B Bacrach,Atlanta,30326,Fulton,5,3,08/06/2017
,Golden State Foods,Conyers,30013,Rockdale,94,7,08/20/2017
,DSC Logistics,Atlanta,30349,Fulton,109,3,08/22/2017
,DS Services,Mableton,30126,Cobb,46,4,08/25/2017
,ExpressJet Airlines,Atlanta,30354,Fulton,50,3,08/28/2017
,Sodexo,Lawrenceville,30043,Gwinnett,63,7,08/31/2017
,WestRock,Atlanta,30318,Fulton,71,3,08/31/2017
,Crawford & Company,Atlanta,30328,Dekalb,13,5,09/01/2017
,Ricoh Logistics,Lawrenceville,30043,Gwinnett,50,7,09/29/2017
,Husqvarna Group,Swainsboro,30401,Emanuel,113,16,10/01/2017
,Menzies Aviation,Atlanta,30354,Fulton,298,3,10/10/2017
,Lockheed Martin Missiles and Fire Control,Warner Robins,31098,Houston,88,11,10/10/2017
,Bombardier Aircraft Services,Macon,31216,Bibb,89,10,10/19/2017
,"American Transitional Hospitals,LLC dba Select Specialty Hospital",Atlanta,30308,Fulton,116,3,10/20/2017
,HAECO American Airframe Services,Macon,31216,Bibb,161,10,11/06/2017
,Kmart,Mableton,30126,Cobb,90,4,11/12/2017
,"ABM Aviation, Inc",Atlanta,30320,Fulton,1179,3,11/15/2017
,WestRock,Lithia Springs,30122,Douglas,57,7,11/27/2017
,Tiya,Fort Benning,31905,Chattahoochee,264,14,11/30/2017
,Aptim,Fort Benning,31905,Chattahoochee,175,14,11/30/2017
,Invista,Athens,30601,Clarke,52,9,12/12/2017
,Athena Healthcare,Atlanta,30308,Fulton,61,3,12/18/2017
,Mastec,Atlanta,30339,Cobb,53,4,12/29/2017
,GE Power,Atlanta,30339,Cobb,20,4,12/29/2017
,Corix,Lawrenceville,30046,Gwinnett,53,7,12/30/2017
,Coca-Cola,Atlanta,30308,Fulton,46,3,12/31/2017
,Coca-Cola,Atlanta,30313,Fulton,5,3,12/31/2017
,Coca-Cola,Atlanta,30313,Fulton,128,3,12/31/2017
,Omnova Solutions,Calhoun,30701,Gordon,30,1,01/01/2016
,Ryder Integrated Logistics,Macon,31216,Bibb,124,10,01/09/2016
,TigerDirect Inc,Jefferson,30549,Jackson,30,9,01/17/2016
,SYX Distribution Inc,Jefferson,30549,Jackson,99,9,01/17/2016
,"Rockmart Healthcare and Rehabilitation, LLC",Rockmart,30151,Polk,92,1,01/20/2016
,WestRock,Atlanta,30318,Fulton,66,3,01/20/2016
,INPAX Shipping Solutions,Atlanta,30315,Fulton,37,3,01/23/2016
,Express,Rome,30161,Floyd,24,1,01/30/2016
,GA State University,Atlanta,30302,Dekalb,25,5,02/02/2016
,Berry Plastics,Morrow,30260,Gwinnett,102,7,02/03/2016
,JCG Farms,Rockmart,30153,Polk,35,1,02/07/2016
,Hanna and Associates,Marietta,30069,Cobb,200,4,02/10/2016
,Road America Motor Club,Columbus,31903,Muscogee,285,14,02/12/2016
,Genco,McDonough,30253,Henry,88,7,02/14/2016
,Advance Auto Parts,Atlanta,30336,Fulton,8,3,02/16/2016
,South State Bank,Martinez,30907,Richmond,91,12,02/17/2016
,McKesson Medical/Surgical,Kennesaw,30144,Cobb,30,4,02/18/2016
,"Masterack, Division of Leggett & Platt",Atlanta,30316,Fulton,121,3,02/29/2016
,American Residential Properties,Atlanta,30342,Fulton,2,3,02/29/2016
,Procter & Gamble,Augusta,30906,Richmond,0,12,03/01/2016
,O-BASF,Gordon,31031,Wilkinson,134,11,03/03/2016
,"World Class Distribution, Inc.",Suwanee,30024,Gwinnett,24,7,03/07/2016
,"Full Steam Staffing, LLC",Suwanee,30024,Gwinnett,200,7,03/07/2016
,"Caterpillar, Inc.",Thomasville,31792,Thomas,210,17,03/08/2016
,Mycom North America,Roswell,30076,Fulton,11,3,03/10/2016
,"Delta Global Services, LLC.",Atlanta,30320,Fulton,275,3,03/15/2016
,"Carbo Ceramics, Inc.",Toomsboro,31090,Wilkinson,45,11,03/15/2016
,Sears,Rome,30165,Floyd,45,1,03/20/2016
,Technicolor Home Entertainment Services Southeast,Kennesaw,30144,Cobb,63,4,03/23/2016
,Kocher + Beck,Suwanee,30024,Forsyth,60,2,03/25/2016
,Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,30324,Fulton,371,3,03/25/2016
,"Americold Logistics, LLC.",McDonough,30253,Henry,43,7,04/15/2016
,"DB Schenker, Inc.",Augusta,30906,Richmond,27,12,04/23/2016
,Chartwells,Valdosta,31698,Lowndes,225,18,04/29/2016
,Hancock Fabrics,Rome,30165,Floyd,12,1,04/30/2016
,"Aramark Educational Services, LLC",Carrollton,30118,Carroll,234,8,04/30/2016
,Maslow Media Group,Atlanta,30339,Fulton,1,3,04/30/2016
,Georgia Department of Agriculture,Atlanta,30334,Fulton,52,3,05/01/2016
,Concentrix Corporation,Norcross,30092,Gwinnett,454,7,05/07/2016
,"Bellsouth Telecommunications, LLC",Columbus,31901,Muscogee,75,14,05/17/2016
,American Hospice/Embracing Hospice,Atlanta,30342,Fulton,49,3,05/20/2016
,Maplehurst Bakeries,Carrollton,30117,Carroll,140,8,05/21/2016
,"Reliant Transportation, inc.",Savannah,31415,Chatham,720,19,05/27/2016
,Spartan Nash,Statesboro,30458,Bulloch,60,19,05/28/2016
,W. S. Badcock Corporation Distribution Center,Thomson,30824,McDuffie,48,13,05/31/2016
,Butler (Formerly Evercare),Waynesboro,30830,Burke,42,12,05/31/2016
,Amrep/ZepInc,Marietta,30062,Cobb,74,4,06/01/2016
,"Caterpillar, Inc.",Toccoa,30577,Stephens,70,2,06/01/2016
